,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity
0,1753976977,1.0,0.0,0.0,,0.0,0.0,0.0,70.0,-211.0
1,1753976982,1.0,0.0,0.0,,0.0,0.0,0.0,70.0,-211.0
2,1753976987,5.0,0.0,0.0,,5.0,63.060075,87.356246,70.0,-299.0
3,1753976992,5.0,0.0,0.0,,5.0,63.060075,87.356246,70.0,-299.0
4,1753976997,5.0,0.0,0.0,300.00151763079344,5.0,63.060075,87.356246,70.0,-299.0
5,1753977002,5.0,0.0,0.0,300.00151763079344,5.0,63.060075,87.356246,70.0,-299.0
6,1753977007,5.0,0.0,0.0,300.00151763079344,5.0,63.060075,87.356246,70.0,-299.0
7,1753977012,5.0,0.0,0.0,300.00151763079344,5.0,63.060075,87.356246,70.0,-299.0
8,1753977017,9.0,0.0,0.0,300.00151763079344,9.0,313.741747,577.288744,70.0,-789.0
9,1753977022,9.0,0.0,0.0,300.00151763079344,9.0,313.741747,577.288744,70.0,-789.0
10,1753977027,9.0,0.0,0.0,643.3509928789629,9.0,313.741747,577.288744,70.0,-789.0
11,1753977032,9.0,0.0,0.0,643.3509928789629,9.0,313.741747,577.288744,70.0,-789.0
12,1753977037,9.0,0.0,0.0,643.3509928789629,9.0,313.741747,577.288744,70.0,-789.0
13,1753977042,9.0,0.0,0.0,643.3509928789629,9.0,313.741747,577.288744,70.0,-789.0
14,1753977047,10.0,0.0,0.0,643.3509928789629,10.0,510.34065,599.514194,70.0,-811.0
15,1753977052,10.0,0.0,0.0,643.3509928789629,10.0,510.34065,599.514194,70.0,-811.0
16,1753977057,10.0,0.0,0.0,576.8320317259269,10.0,510.34065,599.514194,70.0,-811.0
17,1753977062,10.0,0.0,0.0,576.8320317259269,10.0,510.34065,599.514194,70.0,-811.0
18,1753977067,10.0,0.0,0.0,576.8320317259269,10.0,510.34065,599.514194,70.0,-811.0
19,1753977072,10.0,0.0,0.0,576.8320317259269,10.0,510.34065,599.514194,70.0,-811.0
20,1753977077,10.0,0.0,0.0,576.8320317259269,10.0,619.834073,665.361203,70.0,-877.0
21,1753977082,10.0,0.0,0.0,576.8320317259269,10.0,619.834073,665.361203,70.0,-877.0
22,1753977087,10.0,0.0,0.0,728.3157785314012,10.0,619.834073,665.361203,70.0,-877.0
23,1753977092,10.0,0.0,0.0,728.3157785314012,10.0,619.834073,665.361203,70.0,-877.0
24,1753977097,10.0,0.0,0.0,728.3157785314012,10.0,619.834073,665.361203,70.0,-877.0
25,1753977102,10.0,0.0,0.0,728.3157785314012,10.0,619.834073,665.361203,70.0,-877.0
26,1753977107,11.0,0.0,0.0,728.3157785314012,11.0,649.920527,627.106407,70.0,-839.0
27,1753977112,11.0,0.0,0.0,728.3157785314012,11.0,649.920527,627.106407,70.0,-839.0
28,1753977117,11.0,0.0,0.0,674.2532363828175,11.0,649.920527,627.106407,70.0,-839.0
29,1753977122,11.0,0.0,0.0,674.2532363828175,11.0,649.920527,627.106407,70.0,-839.0
30,1753977127,11.0,0.0,0.0,674.2532363828175,11.0,649.920527,627.106407,70.0,-839.0
31,1753977132,11.0,0.0,0.0,674.2532363828175,11.0,649.920527,627.106407,70.0,-839.0
32,1753977137,14.0,0.0,0.0,674.2532363828175,14.0,721.762631,925.296,70.0,-1137.0
33,1753977142,14.0,0.0,0.0,674.2532363828175,14.0,721.762631,925.296,70.0,-1137.0
34,1753977147,14.0,0.0,0.0,1136.748382317918,14.0,721.762631,925.296,70.0,-1137.0
35,1753977152,14.0,0.0,0.0,1136.748382317918,14.0,721.762631,925.296,70.0,-1137.0
36,1753977157,14.0,0.0,0.0,1136.748382317918,14.0,721.762631,925.296,70.0,-1137.0
37,1753977162,14.0,0.0,0.0,1136.748382317918,14.0,721.762631,925.296,70.0,-1137.0
38,1753977167,16.0,0.0,0.0,1136.748382317918,16.0,850.230585,719.075341,70.0,-931.0
39,1753977172,16.0,0.0,0.0,1136.748382317918,16.0,850.230585,719.075341,70.0,-931.0
40,1753977177,16.0,0.0,0.0,627.7747489907341,16.0,850.230585,719.075341,70.0,-931.0
41,1753977182,16.0,0.0,0.0,627.7747489907341,16.0,850.230585,719.075341,70.0,-931.0
42,1753977187,16.0,0.0,0.0,627.7747489907341,16.0,850.230585,719.075341,70.0,-931.0
43,1753977192,16.0,0.0,0.0,627.7747489907341,16.0,850.230585,719.075341,70.0,-931.0
44,1753977197,16.0,0.0,0.0,627.7747489907341,16.0,808.700654,730.87241,70.0,-942.0
45,1753977202,16.0,0.0,0.0,627.7747489907341,16.0,808.700654,730.87241,70.0,-942.0
46,1753977207,16.0,0.0,0.0,779.7749785012687,16.0,808.700654,730.87241,70.0,-942.0
47,1753977212,16.0,0.0,0.0,779.7749785012687,16.0,808.700654,730.87241,70.0,-942.0
48,1753977217,16.0,0.0,0.0,779.7749785012687,16.0,808.700654,730.87241,70.0,-942.0
49,1753977222,16.0,0.0,0.0,779.7749785012687,16.0,808.700654,730.87241,70.0,-942.0
50,1753977227,16.0,0.0,0.0,779.7749785012687,16.0,724.294751,759.739301,70.0,-971.0
51,1753977232,16.0,0.0,0.0,779.7749785012687,16.0,724.294751,759.739301,70.0,-971.0
52,1753977237,16.0,0.0,0.0,634.7945574204374,16.0,724.294751,759.739301,70.0,-971.0
53,1753977242,16.0,0.0,0.0,634.7945574204374,16.0,724.294751,759.739301,70.0,-971.0
54,1753977247,16.0,0.0,0.0,634.7945574204374,16.0,724.294751,759.739301,70.0,-971.0
55,1753977252,16.0,0.0,0.0,634.7945574204374,16.0,724.294751,759.739301,70.0,-971.0
56,1753977257,16.0,0.0,0.0,634.7945574204374,16.0,713.057037,632.999999,70.0,-844.0
57,1753977262,16.0,0.0,0.0,634.7945574204374,16.0,713.057037,632.999999,70.0,-844.0
58,1753977267,16.0,0.0,0.0,715.2922601202712,16.0,713.057037,632.999999,70.0,-844.0
59,1753977272,16.0,0.0,0.0,715.2922601202712,16.0,713.057037,632.999999,70.0,-844.0
60,1753977277,16.0,0.0,0.0,715.2922601202712,16.0,713.057037,632.999999,70.0,-844.0
61,1753977282,16.0,0.0,0.0,715.2922601202712,16.0,713.057037,632.999999,70.0,-844.0
62,1753977287,16.0,0.0,0.0,715.2922601202712,16.0,699.851391,790.121597,70.0,-1002.0
63,1753977292,16.0,0.0,0.0,715.2922601202712,16.0,699.851391,790.121597,70.0,-1002.0
64,1753977297,16.0,0.0,0.0,650.2028547886314,16.0,699.851391,790.121597,70.0,-1002.0
65,1753977302,16.0,0.0,0.0,650.2028547886314,16.0,699.851391,790.121597,70.0,-1002.0
66,1753977307,16.0,0.0,0.0,650.2028547886314,16.0,699.851391,790.121597,70.0,-1002.0
67,1753977312,16.0,0.0,0.0,650.2028547886314,16.0,699.851391,790.121597,70.0,-1002.0
68,1753977317,16.0,0.0,0.0,650.2028547886314,16.0,702.509135,619.775235,70.0,-831.0
69,1753977322,16.0,0.0,0.0,650.2028547886314,16.0,702.509135,619.775235,70.0,-831.0
70,1753977327,16.0,0.0,0.0,643.35389437543,16.0,702.509135,619.775235,70.0,-831.0
71,1753977332,16.0,0.0,0.0,643.35389437543,16.0,702.509135,619.775235,70.0,-831.0
72,1753977337,16.0,0.0,0.0,643.35389437543,16.0,702.509135,619.775235,70.0,-831.0
73,1753977342,16.0,0.0,0.0,643.35389437543,16.0,702.509135,619.775235,70.0,-831.0
74,1753977347,16.0,0.0,0.0,643.35389437543,16.0,660.523224,759.017824,70.0,-971.0
75,1753977352,16.0,0.0,0.0,643.35389437543,16.0,660.523224,759.017824,70.0,-971.0
76,1753977357,16.0,0.0,0.0,1011.2424892730382,16.0,660.523224,759.017824,70.0,-971.0
77,1753977362,16.0,0.0,0.0,1011.2424892730382,16.0,660.523224,759.017824,70.0,-971.0
78,1753977367,16.0,0.0,0.0,1011.2424892730382,16.0,660.523224,759.017824,70.0,-971.0
79,1753977372,16.0,0.0,0.0,1011.2424892730382,16.0,660.523224,759.017824,70.0,-971.0
80,1753977377,16.0,0.0,0.0,1011.2424892730382,16.0,819.310622,928.965789,70.0,-1140.0
81,1753977382,16.0,0.0,0.0,1011.2424892730382,16.0,819.310622,928.965789,70.0,-1140.0
82,1753977387,16.0,0.0,0.0,901.5667600201514,16.0,819.310622,928.965789,70.0,-1140.0
83,1753977392,16.0,0.0,0.0,901.5667600201514,16.0,819.310622,928.965789,70.0,-1140.0
84,1753977397,16.0,0.0,0.0,901.5667600201514,16.0,819.310622,928.965789,70.0,-1140.0
85,1753977402,16.0,0.0,0.0,901.5667600201514,16.0,819.310622,928.965789,70.0,-1140.0
86,1753977407,16.0,0.0,0.0,901.5667600201514,16.0,933.441702,880.243773,70.0,-1092.0
87,1753977412,16.0,0.0,0.0,901.5667600201514,16.0,933.441702,880.243773,70.0,-1092.0
88,1753977417,16.0,0.0,0.0,794.5460275576836,16.0,933.441702,880.243773,70.0,-1092.0
89,1753977422,16.0,0.0,0.0,794.5460275576836,16.0,933.441702,880.243773,70.0,-1092.0
90,1753977427,16.0,0.0,0.0,794.5460275576836,16.0,933.441702,880.243773,70.0,-1092.0
91,1753977432,16.0,0.0,0.0,794.5460275576836,16.0,933.441702,880.243773,70.0,-1092.0
92,1753977437,16.0,0.0,0.0,794.5460275576836,16.0,861.751781,856.638796,70.0,-1068.0
93,1753977442,16.0,0.0,0.0,794.5460275576836,16.0,861.751781,856.638796,70.0,-1068.0
94,1753977447,16.0,0.0,0.0,879.9342236161222,16.0,861.751781,856.638796,70.0,-1068.0
95,1753977452,16.0,0.0,0.0,879.9342236161222,16.0,861.751781,856.638796,70.0,-1068.0
96,1753977457,16.0,0.0,0.0,879.9342236161222,16.0,861.751781,856.638796,70.0,-1068.0
97,1753977462,16.0,0.0,0.0,879.9342236161222,16.0,861.751781,856.638796,70.0,-1068.0
98,1753977467,16.0,0.0,0.0,879.9342236161222,16.0,855.554255,899.46363,70.0,-1111.0
99,1753977472,16.0,0.0,0.0,879.9342236161222,16.0,855.554255,899.46363,70.0,-1111.0
100,1753977477,16.0,0.0,0.0,961.6578483051925,16.0,855.554255,899.46363,70.0,-1111.0
101,1753977482,16.0,0.0,0.0,961.6578483051925,16.0,855.554255,899.46363,70.0,-1111.0
102,1753977487,16.0,0.0,0.0,961.6578483051925,16.0,855.554255,899.46363,70.0,-1111.0
103,1753977492,16.0,0.0,0.0,961.6578483051925,16.0,855.554255,899.46363,70.0,-1111.0
104,1753977497,16.0,0.0,0.0,961.6578483051925,16.0,903.231076,869.040052,70.0,-1081.0
105,1753977502,16.0,0.0,0.0,961.6578483051925,16.0,903.231076,869.040052,70.0,-1081.0
106,1753977507,16.0,0.0,0.0,806.4117739166572,16.0,903.231076,869.040052,70.0,-1081.0
107,1753977512,16.0,0.0,0.0,806.4117739166572,16.0,903.231076,869.040052,70.0,-1081.0
108,1753977517,16.0,0.0,0.0,806.4117739166572,16.0,903.231076,869.040052,70.0,-1081.0
109,1753977522,16.0,0.0,0.0,806.4117739166572,16.0,903.231076,869.040052,70.0,-1081.0
110,1753977527,16.0,0.0,0.0,806.4117739166572,16.0,850.227012,742.066632,70.0,-954.0
111,1753977532,16.0,0.0,0.0,806.4117739166572,16.0,850.227012,742.066632,70.0,-954.0
112,1753977537,16.0,0.0,0.0,764.0,16.0,850.227012,742.066632,70.0,-954.0
113,1753977542,16.0,0.0,0.0,764.0,16.0,850.227012,742.066632,70.0,-954.0
114,1753977547,16.0,0.0,0.0,764.0,16.0,850.227012,742.066632,70.0,-954.0
115,1753977552,16.0,0.0,0.0,764.0,16.0,850.227012,742.066632,70.0,-954.0
116,1753977557,16.0,0.0,0.0,764.0,16.0,773.116615,777.815714,70.0,-989.0
117,1753977562,16.0,0.0,0.0,764.0,16.0,773.116615,777.815714,70.0,-989.0
118,1753977567,16.0,0.0,0.0,780.147545590205,16.0,773.116615,777.815714,70.0,-989.0
119,1753977572,16.0,0.0,0.0,780.147545590205,16.0,773.116615,777.815714,70.0,-989.0
120,1753977577,16.0,0.0,0.0,780.147545590205,16.0,773.116615,777.815714,70.0,-989.0
